NAME1,NAME2,TYPE,ID
PERM SCIENTIFIC RESEARCH TECHNOLOGICAL INSTITUTE,"PNITI, AO",C,40871
PERM SCIENTIFIC RESEARCH TECHNOLOGICAL INSTITUTE,JSC PNITI,C,40871
PERM SCIENTIFIC RESEARCH TECHNOLOGICAL INSTITUTE,PNITI PAO,C,40871
MTSENSKPROKAT,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU MTSENSKPROKAT,C,40872
MTSENSKPROKAT,MTSENSKPROKAT OOO,C,40872
MTSENSKPROKAT,MZENSKPROKAT,C,40872
STAR SAPPHIRE GROUP OF COMPANIES,STAR SAPPHIRE GROUP,C,40876
STAR SAPPHIRE GROUP OF COMPANIES,STAR SAPPHIRE CO. LTD.,C,40876
STAR SAPPHIRE GROUP OF COMPANIES,STAR SAPPHIRE COMPANY LIMITED,C,40876
STAR SAPPHIRE GROUP OF COMPANIES,KYEI NILAR COMPANY,C,40876
STAR SAPPHIRE GROUP OF COMPANIES,KYEI NILAR COMPANY LIMITED,C,40876
STAR SAPPHIRE GROUP OF COMPANIES,KYEI NILAR COMPANY LTD.,C,40876
JOINT STOCK COMMERCIAL BANK PRIMORYE,PJSCB PRIMORYE,C,40877
JOINT STOCK COMMERCIAL BANK PRIMORYE,AKB PRIMORYE PAO,C,40877
JOINT STOCK COMMERCIAL BANK PRIMORYE,JSCB PRIMORYE BANK,C,40877
INDEPENDENT INSURANCE GROUP LTD,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU STRAKHOVAYA KOMPANIYA NEZAVISIMAYA STRAKHOVAYA GRUPPA,C,40878
"GLOBAL MARINE SHIP MANAGEMENT CO., LTD.","HUIHAI SHIP MANAGEMENT CO., LTD.",C,40879
"GLOBAL MARINE SHIP MANAGEMENT CO., LTD.","FENGHUI SHIP MANAGEMENT CO., LTD.",C,40879
"GLOBAL MARINE SHIP MANAGEMENT CO., LTD.","GLOBAL MARINE SHIP MANAGEMENT CO., LIMITED",C,40879
SHIRAZ PETROCHEMICAL COMPANY,SHIRAZ PETROCHEMICAL CO.,C,40883
SHIRAZ PETROCHEMICAL COMPANY,SHIRAZ PETROCHEMICAL COMPLEX,C,40883
SHIRAZ PETROCHEMICAL COMPANY,SHIRAZ PETROCHEMICAL,C,40883
GOLDEN LOTUS OIL GAS AND REAL ESTATE JOINT STOCK COMPANY,GOLDEN LOTUS OIL GAS & REAL,C,40884
GOLDEN LOTUS OIL GAS AND REAL ESTATE JOINT STOCK COMPANY,GOLDEN LOTUS OIL GAS AND REAL,C,40884
"FORWARD SYSTEMS, R&DC",ZAO NTTS PEREDOVYE SISTEMY,C,40907
"FORWARD SYSTEMS, R&DC",CJSC NTTS PEREDOVYE SISTEMY,C,40907
"FORWARD SYSTEMS, R&DC","FORWARD SYSTEMS, R AND DC",C,40907
PSV TECHNOLOGIES LLC,PSV TEKHNOLOGII OOO,C,40914
"NINGBO MORE INTEREST I/E CO., LTD.","NINGBO MORE INTEREST IMP. & EXP. CO., LTD.",C,40920
"NINGBO MORE INTEREST I/E CO., LTD.","NINGBO MORE INTEREST IMP. AND EXP. CO., LTD.",C,40920
"HK SIHAI YINGTONG INDUSTRY CO., LIMITED","TROPICAL RAIN FOREST LOGISTICS CO., LIMITED",C,40921
BANK SAINT-PETERSBURG PUBLIC JOINT STOCK COMPANY,BANK SAINT-PETERSBURG PJSC,C,40924
BANK SAINT-PETERSBURG PUBLIC JOINT STOCK COMPANY,BANK SAINT PETERSBURG,C,40924
BANK SAINT-PETERSBURG PUBLIC JOINT STOCK COMPANY,OJSC BANK SAINT PETERSBURG,C,40924
NOVOSIBIRSK SOCIAL COMMERCIAL BANK LEVOBEREZHNY PUBLIC JOINT STOCK COMPANY,NOVOSIBIRSK SOCIAL COMMERCIAL BANK LEVOBEREZHNY OPEN JOINT STOCK COMPANY,C,40925
JOINT STOCK COMPANY CENTRAL SCIENTIFIC RESEARCH INSTITUTE BUREVESTNIK,JSC CRI BUREVESTNIK,C,40931
JOINT STOCK COMPANY CENTRAL SCIENTIFIC RESEARCH INSTITUTE BUREVESTNIK,TSNII BUREVESTNIK AO,C,40931
"MELIKAL FOR MEDICAL & MEDICINE TRADING CO., LIMITED","MELIKAL FOR MEDICAL AND MEDICINE TRADING CO., LIMITED",C,40932
INTERPOLYTRADE LIMITED COMPANY,INTERPOLITREID OOO,C,40945
TAMYNA AG,TAMYNA LTD,C,40946
TAMYNA AG,TAMYNA SA,C,40946
VOSTOCHNAYA VERF JOINT STOCK COMPANY,VOSTOCHNAYA VERF PAO,C,40959
VOSTOCHNAYA VERF JOINT STOCK COMPANY,AO VOSTOCHNAYA VERF,C,40959
SALITA TRADE LIMITED,SAIQI TRADE LIMITED,C,40961
"UNITE RESOURCES CO., LIMITED",UNITE RESOURCES COMMERCIAL LIMITED,C,40964
GREENLAND OIL & GAS TRADING FZE,GREENLAND OIL AND GAS TRADING FZE,C,40972
THE JOINT STOCK COMPANY STATE RESEARCH CENTER OF THE RUSSIAN FEDERATION TROITSK INSTITUTE FOR INNOVATION AND FUSION RESEARCH,TROITSK INSTITUTE OF INNOVATIVE AND THERMONUCLEAR RESEARCH,C,40976
THE JOINT STOCK COMPANY STATE RESEARCH CENTER OF THE RUSSIAN FEDERATION TROITSK INSTITUTE FOR INNOVATION AND FUSION RESEARCH,TROITSKII INSTITUTE OF INNOVATIVE AND THERMONUCLEAR RESEARCH,C,40976
THE JOINT STOCK COMPANY STATE RESEARCH CENTER OF THE RUSSIAN FEDERATION TROITSK INSTITUTE FOR INNOVATION AND FUSION RESEARCH,JSC GOSUDARSTVENNY NAUCHNY CENTER ROSSIYSKOY FEDERATSII TROITSKY INSTITUT INNOVATSIONNYKH I TERMOYADERNYKH ISSLEDOVANY,C,40976
ENERGOSPECMONTAZH JSC,JSC ENERGOSPECMONTAZH,C,40977
ENERGOSPECMONTAZH JSC,JSC ENERGOSPETSMONTAZH,C,40977
TREST ROSSPETSENERGOMONTAZH OOO,OOO TREST ROSSPETSENERGOMONTAZH,C,40978
TREST ROSSPETSENERGOMONTAZH OOO,TRUST ROSSPETSENERGOMONTAZH,C,40978
TREST ROSSPETSENERGOMONTAZH OOO,LLC TREST ROSSPETSENERGOMONTAZH,C,40978
JOINT STOCK COMPANY MOSCOW ORDER OF THE RED BANNER OF LABOR RESEARCH RADIO ENGINEERING INSTITUTE,JOINT-STOCK COMPANY MOSCOW RESEARCH SCIENTIFIC RADIO COMMUNICATION INSTITUTE,C,40982
JOINT STOCK COMPANY MOSCOW ORDER OF THE RED BANNER OF LABOR RESEARCH RADIO ENGINEERING INSTITUTE,JSC MNIRTI,C,40982
JOINT STOCK COMPANY MOSCOW ORDER OF THE RED BANNER OF LABOR RESEARCH RADIO ENGINEERING INSTITUTE,AKTSIONERNOE OBSHCHESTVO MOSKOVSKI ORDENA TRUDOVOGO KRASNOGO ZNAMENI NAUCHNO-ISSLEDOVATELSKI RADIOTEKHNICHESKI INSTITUT,C,40982
JOINT STOCK COMPANY MOSCOW ORDER OF THE RED BANNER OF LABOR RESEARCH RADIO ENGINEERING INSTITUTE,MOSKOVSKI ORDENA TRUDOVOGO KRASNOGO ZNAMENI NAUCHNO-ISSLEDOVATELSKI RADIOTEKHNICHESKI INSTITUT PAO,C,40982
FAMIN FZE,FAMIN TRADING,C,40986
MEHR PETROCHEMICAL COMPANY,MEHR PETROCHEMICAL COMPLEX,C,40989
KAMBIZ NABIZADEH AND PARTNERS EXCHANGE,NABI ZADEH EXCHANGE,C,40992
KAMBIZ NABIZADEH AND PARTNERS EXCHANGE,SARAFI KAMBIZ NABIZADEH VA SHORAKA,C,40992
JOINT STOCK COMPANY VOTKINSKIY ZAVOD,JOINT STOCK COMPANY VOTKINSKIY PLANT,C,41002
JOINT STOCK COMPANY VOTKINSKIY ZAVOD,VOTKINSKI ZAVOD AO,C,41002
OPEN JOINT STOCK COMPANY CORPORATION NOVOSIBIRSK PLANT ELEKTROSIGNAL,OAO ELEKTROSIGNAL PLANT,C,41003
OPEN JOINT STOCK COMPANY CORPORATION NOVOSIBIRSK PLANT ELEKTROSIGNAL,ELEKTROSIGNAL CORPORATION,C,41003
CLOSED JOINT STOCK COMPANY SPECIAL CONSTRUCTION BUREAU,SKB ZAO,C,41004
CLOSED JOINT STOCK COMPANY SPECIAL CONSTRUCTION BUREAU,SKB AO,C,41004
CLOSED JOINT STOCK COMPANY SPECIAL CONSTRUCTION BUREAU,SPETSIALNOE KONSTRUKTORSKOE BYURO ZAO,C,41004
RUSSIAN FEDERAL NUCLEAR CENTER - ZABABAKHIN ALL-RUSSIA RESEARCH INSTITUTE OF TECHNICAL PHYSICS,ZABABAKHIN ALL-RUSSIA RESEARCH INSTITUTE OF TECHNICAL PHYSICS,C,41014
RUSSIAN FEDERAL NUCLEAR CENTER - ZABABAKHIN ALL-RUSSIA RESEARCH INSTITUTE OF TECHNICAL PHYSICS,CHELYABINSK-70,C,41014
RUSSIAN FEDERAL NUCLEAR CENTER - ZABABAKHIN ALL-RUSSIA RESEARCH INSTITUTE OF TECHNICAL PHYSICS,VSEROSSIYSKY NAUCHNO-ISSLEDOVATELSKIY INSTITUT TEKHNICHESKOY FIZIKI,C,41014
RUSSIAN FEDERAL NUCLEAR CENTER - ZABABAKHIN ALL-RUSSIA RESEARCH INSTITUTE OF TECHNICAL PHYSICS,KASLI NUCLEAR WEAPONS DEVELOPMENT CENTER,C,41014
RUSSIAN FEDERAL NUCLEAR CENTER - ZABABAKHIN ALL-RUSSIA RESEARCH INSTITUTE OF TECHNICAL PHYSICS,ZABABAKHIN INSTITUTE,C,41014
RUSSIAN FEDERAL NUCLEAR CENTER - ZABABAKHIN ALL-RUSSIA RESEARCH INSTITUTE OF TECHNICAL PHYSICS,FEDERAL STATE UNITARY ENTERPRISE RUSSIAN FEDERAL NUCLEAR CENTER-ACADEMICIAN E.I. ZABABKHIN ALL-RUSSIAN SCIENTIFIC RESEARCH INSTITUTE OF TECHNICAL PHYSICS,C,41014
ALL-RUSSIAN SCIENTIFIC RESEARCH INSTITUTE OF EXPERIMENTAL PHYSICS,VSEROSSIYSKIY NAUCHNO-ISSLEDOVATELSKIY INSTITUT EKSPERIMENTALNOY,C,41019
ALL-RUSSIAN SCIENTIFIC RESEARCH INSTITUTE OF EXPERIMENTAL PHYSICS,KHARITON INSTITUTE,C,41019
ALL-RUSSIAN SCIENTIFIC RESEARCH INSTITUTE OF EXPERIMENTAL PHYSICS,SAROV NUCLEAR WEAPONS PLANT,C,41019
ALL-RUSSIAN SCIENTIFIC RESEARCH INSTITUTE OF EXPERIMENTAL PHYSICS,AVANGARD ELECTROMECHANICAL PLANT,C,41019
ALL-RUSSIAN SCIENTIFIC RESEARCH INSTITUTE OF EXPERIMENTAL PHYSICS,FEDERAL STATE UNITARY ENTERPRISE RUSSIAN FEDERAL NUCLEAR CENTER-ALL RUSSIAN SCIENTIFIC RESEARCH INSTITUTE OF EXPERIMENTAL PHYSICS,C,41019
ALL-RUSSIAN SCIENTIFIC RESEARCH INSTITUTE OF EXPERIMENTAL PHYSICS,ARZAMAS-16,C,41019
LLC SPETSAVIA,AMT-SPETSAVIA,C,41020
LLC SPETSAVIA,AMT-SPECAVIA,C,41020
LLC SPETSAVIA,AMT-SPETSAVIA GROUP,C,41020
FEDERAL STATE UNITARY ENTERPRISE DUKHOV AUTOMATICS RESEARCH INSTITUTE,ALL-RUSSIA RESEARCH INSTITUTE OF AUTOMATICS,C,41024
FEDERAL STATE UNITARY ENTERPRISE DUKHOV AUTOMATICS RESEARCH INSTITUTE,FEDERAL STATE UNITARY ENTERPRISE ALL-RUSSIAN AUTOMATICS RESEARCH INSTITUTE NAMED AFTER N.L. DUKHOV,C,41024
JOINT STOCK COMPANY LENMORNIIPROEKT,LENMORNIIPROEKT PAO,C,41025
JOINT STOCK COMPANY LENMORNIIPROEKT,AKTSIONERNOE OBSHCHESTVO LENMORNIIPROEKT PO PROEKTIROVANIYU,C,41025
MAIN DIRECTORATE OF DEEP SEA RESEARCH,GLAVNOYE UPRAVLENIE GLUBOKOVODSK ISSLEDOVANII,C,41027
MAIN DIRECTORATE OF DEEP SEA RESEARCH,FEDERAL STATE INSTITUTION MILITARY UNIT 40056,C,41027
JOINT STOCK COMPANY OPERATING ORGANIZATION OF ZAPORIZHZHYA NPP,JOINT STOCK COMPANY OPERATING ORGANIZATION ZAPORIZHZHYA NUCLEAR POWER PLANT,C,41030
FEDERAL STATE UNITARY ENTERPRISE FEDERAL CENTER OF DUAL TECHNOLOGIES SOYUZ,FSUE FCDT SOYUZ,C,41046
FEDERAL STATE UNITARY ENTERPRISE FEDERAL CENTER OF DUAL TECHNOLOGIES SOYUZ,FEDERAL CENTER FOR DUAL USE TECHNOLOGIES SOYUZ,C,41046
FEDERAL STATE UNITARY ENTERPRISE FEDERAL CENTER OF DUAL TECHNOLOGIES SOYUZ,FEDERAL STATE UNITARY ENTERPRISE FTSDT SOYUZ,C,41046
JOINT STOCK COMPANY ARGUS HOLDING,ARGUS-KHOLDING AO,C,41054
JOINT STOCK COMPANY ARGUS SFK,ARGUS SFK OOO,C,41056
JOINT STOCK COMPANY ARGUS SFK,ARGUS SFK AO,C,41056
CLOSED JOINT STOCK COMPANY NORSI TRANS,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO NORSI TRANS,C,41066
CLOSED JOINT STOCK COMPANY NORSI TRANS,CJSC NORSI-TRANS,C,41066
CLOSED JOINT STOCK COMPANY RSK TECHNOLOGIES,ZAO RSK TEKHNOLOGII,C,41068
CLOSED JOINT STOCK COMPANY RSK TECHNOLOGIES,RSC GROUP,C,41068
CLOSED JOINT STOCK COMPANY RSK TECHNOLOGIES,RSK GROUP OF COMPANIES,C,41068
BOTLIKH RADIO PLANT LIMITED LIABILITY COMPANY,BOTLIKHSKI RADIOZAVOD OOO,C,41078
POLA RAIZ OOO,POLA RISE LLC,C,41079
POLA RAIZ OOO,POLA RAYZ OOO,C,41079
PUBLIC JOINT STOCK COMPANY ZAVOD TULA,ZAVOD TULA PAO,C,41095
PUBLIC JOINT STOCK COMPANY ZAVOD TULA,PJSC ZAVOD TULA,C,41095
OOO TAIMYRNEFTEGAZ-PORT,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU TAIMYRNEFTEGAZ-PORT,C,41096
OOO TAIMYRNEFTEGAZ-PORT,TAIMYRNEFTEGAZ-PORT LLC,C,41096
OOO TAIMYRNEFTEGAZ-PORT,TAYMYRNEFTEGAZ-PORT,C,41096
KAZANSKII OPTIKO-MEKHANICHESKII ZAVOD AO,KAZAN OPTICAL-MECHANICAL PLANT JOINT STOCK COMPANY,C,41097
KAZANSKII OPTIKO-MEKHANICHESKII ZAVOD AO,JSC KAZAN OPTICAL AND MECHANICAL PLANT,C,41097
LIMITED LIABILITY COMPANY SCIENTIFIC AND PRODUCTION COMPANY TEKHINKOM,LLC SCIENTIFIC AND PRODUCTION FIRM TECHINKOM,C,41122
LIMITED LIABILITY COMPANY SCIENTIFIC AND PRODUCTION COMPANY TEKHINKOM,NPF TEHINKOM OOO,C,41122
"HANGZHOU FUYANG KOTO MACHINERY CO., LTD","KOTO MACHINERY CO., LTD",C,41123
"HANGZHOU FUYANG KOTO MACHINERY CO., LTD","KOTO MACHINRY CO., LTD",C,41123
"HANGZHOU FUYANG KOTO MACHINERY CO., LTD",HANGZHOU FUYANG KOTO MACHINERY,C,41123
"HANGZHOU FUYANG KOTO MACHINERY CO., LTD",HANGZHOU FUYANG KOTO MACHINERY CO.,C,41123
KNS GROUP OOO,OBSHCHESTVO S OGRANICHENNOI OTVESTSTVENNOSTYU KNS GROUP,C,41125
KNS GROUP OOO,KNS GROUP LLC,C,41125
JSC SCIENTIFIC AND PRODUCTION COMPANY KRYPTONIT,KRYPTONITE NPK,C,41126
JSC SCIENTIFIC AND PRODUCTION COMPANY KRYPTONIT,NPK KRYPTONIT,C,41126
JSC SCIENTIFIC AND PRODUCTION COMPANY KRYPTONIT,KRYPTONIT NPC,C,41126
"GUILIN ALPHA RUBBER & PLASTICS TECHNOLOGY CO., LTD",GUILIN ALPHA RUBBER & PLASTICS TECHNOLOGY COMPANY,C,41127
"GUILIN ALPHA RUBBER & PLASTICS TECHNOLOGY CO., LTD","GUILIN ALPHA RUBBER AND PLASTICS TECHNOLOGY CO., LTD",C,41127
"GUILIN ALPHA RUBBER & PLASTICS TECHNOLOGY CO., LTD",GUILIN ALPHA RUBBER AND PLASTICS TECHNOLOGY COMPANY,C,41127
"S&C TRADE PTY CO., LTD",S&C TRADE PTY LTD,C,41129
"S&C TRADE PTY CO., LTD","S AND C TRADE PTY CO., LTD",C,41129
"S&C TRADE PTY CO., LTD",S AND C TRADE PTY LTD,C,41129
"SHENZHEN CASPRO TECHNOLOGY CO., LTD","CASPRO TECHNOLOGY CO., LTD",C,41134
"SHENZHEN CASPRO TECHNOLOGY CO., LTD","CASPRO TECHNOLOGY CO., LIMITED",C,41134
"SHENZHEN CASPRO TECHNOLOGY CO., LTD",SHENZHEN CASPRO TECHNOLOGY LTD.,C,41134
"SHENZHEN CASPRO TECHNOLOGY CO., LTD",CASPRO TECHNOLOGY LTD,C,41134
STAR SAPPHIRE TRADING COMPANY LIMITED,"STAR SAPPHIRE TRADING CO., LTD.",C,41190
NAJI PAS COMPANY,NAJI PAS,C,41197
NAJI PARS AMIN INSTITUTE,NAJI PARS INSTITUTE,C,41200
NAJI PARS AMIN INSTITUTE,NAJI PARS AMIN NON-COMMERCIAL INSTITUTE,C,41200
ENTEBAGH GOSTAR SEPEHR COMPANY,ENTEBAGH GOSTAR SEPEHR,C,41202
ENTEBAGH GOSTAR SEPEHR COMPANY,ENTEBAGH GOSTAR COMPANY,C,41202
HULM AL SAHRA ELECTRIC DEVICES TRADING,HULM AL SAHRA ELECT DEVICES TR,C,41277
HULM AL SAHRA ELECTRIC DEVICES TRADING,HULM AL SAHRA ELECTRIC DEVICES TRADING LTD,C,41277
ASIA SUN GROUP,ASIA SUN GROUP COMPANY LIMITED,C,41316
OPEN JOINT STOCK COMPANY MINSK AUTOMOBILE PLANT,OJSC MINSK AUTOMOBILE PLANT,C,41318
OPEN JOINT STOCK COMPANY MINSK AUTOMOBILE PLANT,OAO MINSKI AVTOMOBILNYI ZAVOD,C,41318
OPEN JOINT STOCK COMPANY MINSK AUTOMOBILE PLANT,AAT MINSKI AUTAMABILNY ZAVOD,C,41318
OPEN JOINT STOCK COMPANY MINSK AUTOMOBILE PLANT,OTKRYTOE AKTSIONERNOE OBSHCHESTVO MINSKII AVTOMOBILNYI ZAVOD - UPRAVLYAYUSHCHAYA KOMPANIYA KHOLDINGA BELAVTOMAZ,C,41318
OPEN JOINT STOCK COMPANY MINSK AUTOMOBILE PLANT,OPEN JOINT STOCK COMPANY MINSK AUTOMOBILE PLANT - MANAGEMENT COMPANY OF HOLDING BELAVTOMAZ,C,41318
OPEN JOINT STOCK COMPANY MINSK AUTOMOBILE PLANT,ADKRYTAYE AKTSYYANERNAYE TAVARYSTVA MINSKI AUTAMABILLNY ZAVOD - KIRUYUCHAYA KAMPANIYA KHOLDYNGU BELAUTAMAZ,C,41318
OPEN JOINT STOCK COMPANY BELARUSIAN AUTOMOBILE PLANT,BELARUSSKI AVTOMOBILNYI ZAVOD,C,41319
OPEN JOINT STOCK COMPANY BELARUSIAN AUTOMOBILE PLANT,OAO BELAZ - UPRAVLYAYUSHCHAYA KOMPANIYA KHOLDINGA BELAZ-KHOLDING,C,41319
OPEN JOINT STOCK COMPANY BELARUSIAN AUTOMOBILE PLANT,OJSC BELAZ - MANAGEMENT COMPANY OF HOLDING BELAZ-HOLDING,C,41319
OPEN JOINT STOCK COMPANY BELARUSIAN AUTOMOBILE PLANT,AAT BELAZ - KIRUYUCHAYA KAMPANIYA KHOLDYNGU BELAZ-KHOLDYNG,C,41319
OPEN JOINT STOCK COMPANY BYELORUSSIAN STEEL WORKS MANAGEMENT COMPANY OF HOLDING BYELORUSSIAN METALLURGICAL COMPANY,OJSC BELARUSIAN METALLURGICAL PLANT MANAGEMENT COMPANY OF HOLDING BELARUSIAN METALLURGICAL COMPANY,C,41322
OPEN JOINT STOCK COMPANY BYELORUSSIAN STEEL WORKS MANAGEMENT COMPANY OF HOLDING BYELORUSSIAN METALLURGICAL COMPANY,OJSC BSW MANAGEMENT COMPANY OF BMC HOLDING,C,41322
OPEN JOINT STOCK COMPANY BYELORUSSIAN STEEL WORKS MANAGEMENT COMPANY OF HOLDING BYELORUSSIAN METALLURGICAL COMPANY,OAO BMZ UPRAVLYAYUSHCHAYA KOMPANIYA KHOLDINGA BMK,C,41322
OPEN JOINT STOCK COMPANY BYELORUSSIAN STEEL WORKS MANAGEMENT COMPANY OF HOLDING BYELORUSSIAN METALLURGICAL COMPANY,BELORUSSKI METALLURGICHESKI ZAVOD RESPUBLIKANSKOE UNITARNOE PREDPRIYATIE,C,41322
"YASON GENERAL MACHINERY CO., LTD.","SHENZHEN YASON GENERAL MACHINERY CO., LTD.",C,41379
"YASON GENERAL MACHINERY CO., LTD.","YASON GENERAL MACHINERY MANUFACTURING CO., LTD.",C,41379
"YANTAI YIXUN INTERNATIONAL TRADE CO., LTD.","YANTAI YIXUN INTERNATIONAL TRADE AND COMMERCE CO., LTD.",C,41382
DEFENSE TECHNOLOGY AND SCIENCE RESEARCH CENTER,INSTITUTE FOR DEFENSE EDUCATION AND RESEARCH,C,41481
DEFENSE TECHNOLOGY AND SCIENCE RESEARCH CENTER,MOASSESE AMOZESH VA TAHGHIGHATI,C,41481
"FARAZAN INDUSTRIAL ENGINEERING, INC.","FARAZAN CO., LTD.",C,41483
"FARAZAN INDUSTRIAL ENGINEERING, INC.",FARAZAN COMPANY,C,41483
OZONE HAVACILIK VE SAVUNMA SANAYI TICARET ANONIM SIRKETI,OZONE AVIATION AND DEFENSE INDUSTRY INC.,C,41486
OZONE HAVACILIK VE SAVUNMA SANAYI TICARET ANONIM SIRKETI,OZONE HAVACILIK VE SAVUNMA SAN. TIC. AS,C,41486
OZONE HAVACILIK VE SAVUNMA SANAYI TICARET ANONIM SIRKETI,OZONE AIRCRAFT AND DEFENSE INDUSTRY LLC,C,41486
SELIN TECHNIC CO,SELIN TECHNIC KISH COMPANY,C,41491
WINDFEL PROPERTIES LIMITED,PREDSTAVITELSTVO WINDFEL PROPERTIES LIMITED,C,41502
GRUPPA RODINA OOO,RODINA GROUP,C,41516
ASIA SUN TRADING CO. LTD.,ASIA SUN TRADING COMPANY LIMITED,C,41536
CARGO LINK PETROLEUM LOGISTICS CO. LTD.,CARGO LINK PETROLEUM LOGISTICS COMPANY LIMITED,C,41537
CARGO LINK PETROLEUM LOGISTICS CO. LTD.,CARGO LINK PONGRAWE LOGISTICS COMPANY LIMITED,C,41537
HASSAN DAQQOU TRADING,HASAN DEQQOU TRADING,C,41698
AL-ISRAA ESTABLISHMENT FOR IMPORT AND EXPORT,AL ISRAA IMPORT AND EXPORT ESTABLISHMENT,C,41699
TABACALERA DEL ESTE S.A.,TABESA,C,41836
"KING-PAI TECHNOLOGY HK CO., LIMITED","KING PAI TECHNOLOGY CO., LTD.",C,41861
"KING-PAI TECHNOLOGY HK CO., LIMITED","JINPAI TECHNOLOGY HONG KONG CO., LTD.",C,41861
"P.L. KAPITZA INSTITUTE FOR PHYSICAL PROBLEMS, RUSSIAN ACADEMY OF SCIENCES",FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE UCHREZHDENIE NAUKI INSTITUT FIZICHESKIKH PROBLEM IM. P.L. KAPITSY ROSSISKOI AKADEMII NAUK,C,41876
"P.L. KAPITZA INSTITUTE FOR PHYSICAL PROBLEMS, RUSSIAN ACADEMY OF SCIENCES",FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE UCHREZHDENIE NAUKI INSTITUT FIZICHESKIKH PROBLEM IM. P.L. KAPITSY ROSSISKOI AKADEMII NAUK BU,C,41876
INTERNATIONAL INVESTMENT BANK,MEZHDUNARODNY INVESTITSIONNY BANK,C,41917
JOINT STOCK COMPANY IIB CAPITAL,CJSC IIB CAPITAL,C,41918
JOINT STOCK COMPANY IIB CAPITAL,AO MIB KAPITAL,C,41918
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU KHOLDINGOVAYA KOMPANIYA YUESEM,LIMITED LIABILITY COMPANY HOLDING COMPANY YUESEM,C,41919
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU KHOLDINGOVAYA KOMPANIYA YUESEM,OOO KHK YUESEM,C,41919
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU KHOLDINGOVAYA KOMPANIYA YUESEM,USM HOLDINGS LIMITED,C,41919
LEBEDINSKIY GORNO OBOGATITELNIY KOMBINAT JOINT STOCK COMPANY,LEBEDINSKI GOK AO,C,41920
LEBEDINSKIY GORNO OBOGATITELNIY KOMBINAT JOINT STOCK COMPANY,LEBEDINSKIY GOK JSC,C,41920
STORM TECHNOLOGIES LIMITED LIABILITY COMPANY,SHTORM TEKHNOLOGII OOO,C,41921
DEXIAS INTERNATIONAL PRODUCTS AND TRADE LIMITED COMPANY,DEXIAS IPTLC,C,41936
PETERSBURG INTELLIGENT TRANSPORT LOGISTICS,PIT LOGISTIKS,C,41957
PETERSBURG INTELLIGENT TRANSPORT LOGISTICS,PIT LOGISTICS,C,41957
AKTSIONERNOE OBSHCHESTVO TESTPRIBOR,AO TESTPRIBOR,C,41963
AKTSIONERNOE OBSHCHESTVO TESTPRIBOR,JSC TESTPRIBOR,C,41963
AKTSIONERNOE OBSHCHESTVO PROTON-ELEKTROTEKS,AO PROTON-ELEKTROTEKS,C,41964
AKTSIONERNOE OBSHCHESTVO PROTON-ELEKTROTEKS,JSC PROTON-ELECTROTEX,C,41964
AKTSIONERNOE OBSHCHESTVO TORGOVYI DOM PROTON-ELEKTROTEKS,AO TD PROTON-ELEKTROTEKS,C,41965
AKTSIONERNOE OBSHCHESTVO TORGOVYI DOM PROTON-ELEKTROTEKS,TRADING HOUSE PROTON-ELECTROTEX,C,41965
PHOENIX ELECTRONICS,FENIKS ELEKTRONIKS,C,41966
SIMMETRON ELEKTRONNYE KOMPONENTY,SIMMETRON EK,C,41977
TORGOVYI DOM SIMMETRON ELEKTRONNYE KOMPONENTY,TD SIMMETRON EK OOO,C,41978
TORGOVYI DOM SIMMETRON ELEKTRONNYE KOMPONENTY,TH SYMMETRON ELECTRONIC COMPONENTS,C,41978
OOO TITAN-MICRO,TITAN-MIKRO,C,41979
PUBLICHNOE AKTSIONERNOE OBSCHESTVO ELECTROVIPRYAMITEL,OTKRYTOE AKTSIONERNOE OBSCHESTVO ELECTROVIPRYAMITEL,C,41980
PUBLICHNOE AKTSIONERNOE OBSCHESTVO ELECTROVIPRYAMITEL,JSC ELECTROVIPRYAMITEL,C,41980
LLC MINATEKH,MINATEH,C,41982
LLC EVROMIKROTEKH,EUROMICROTECH,C,41983
ELITAN TRADE OOO,ELITAN TREID,C,41985
AK SYSTEMS,AK SISTEMS,C,41991
LLC SPETSELSERVIS,SPECELSERVIS,C,41993
NPF-RADIOTEKHKOMPLEKT AO,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO NPF RADIOTEKHKOMPLEKT,C,41995
NPF-RADIOTEKHKOMPLEKT AO,ZAO NPF RADIOTEKHKOMPLEKT,C,41995
KOMPONENTA AO,KOMPONENTA INC,C,41996
LLC ONELEK,LLC ONELEC,C,41997
LLC TELLUR ELEKTRONIKS,TELLUR ELECTRONICS,C,42001
NAUCHNO-PROIZVODSTVENNOE PREDPRIYATIE GURAMI ELEKTRONIKS,NPP GURAMI ELEKTRONIKS,C,42003
TARGET ELECTRONICS,TARGET ELEKTRONIKS,C,42004
